aqm,qmult,min_delay,bandwidth,protocol,run,flow,goodput_mean,goodput_std,delay_mean,delay_std,retr_mean,retr_std,util_mean,util_std
fifo,0.2,100,100,orca,5,3,19.636035191489363,36.000443781419065,221.53513694814256,6.750898227700117,148.02880000000002,291.7607220028014,85.87334438131312,18.909350187672345
fifo,0.2,100,100,aurora,1,0,84.78103800000001,26.747121782651266,234.79131313131316,15.60144009290094,0.76,0.726413634010794,81.3273374368687,30.623181807584235
fifo,0.2,100,100,aurora,1,1,0.3438138,0.27826822654185207,232.2533232323232,17.643628769030272,0.01,0.09999999999999999,81.3273374368687,30.623181807584235
fifo,0.2,100,100,aurora,1,2,0.3997205299999999,0.26741585191896255,221.7837676767677,20.84710584857768,0.02,0.14070529413628965,81.3273374368687,30.623181807584235
fifo,0.2,100,100,aurora,1,3,0.4670259399999999,0.2353116301632739,211.2987878787879,18.390546084085486,0.0,0.0,81.3273374368687,30.623181807584235
fifo,0.2,100,100,aurora,2,0,84.9962301,26.463013912778642,235.14373737373737,15.50929148080099,2.98,2.9404184406408227,81.5418631628788,30.39529162075319
fifo,0.2,100,100,aurora,2,1,0.3334469899999999,0.24996083313249864,232.29291919191914,17.60501955767322,0.0,0.0,81.5418631628788,30.39529162075319
fifo,0.2,100,100,aurora,2,2,0.40146621999999993,0.2488776781604103,221.72137373737374,20.96859267590161,0.01,0.09999999999999999,81.5418631628788,30.39529162075319
fifo,0.2,100,100,aurora,2,3,0.47169469999999997,0.25149259868385304,211.17629292929294,18.421858153331875,0.0,0.0,81.5418631628788,30.39529162075319
fifo,0.2,100,100,aurora,3,0,84.95544419999999,26.509608938993498,235.0371111111111,15.45687954415866,1.8,1.2309149097933274,81.49958096590909,30.414253973187513
fifo,0.2,100,100,aurora,3,1,0.33718122000000006,0.26875909356535704,232.27381818181823,17.680969638409536,0.02,0.14070529413628965,81.49958096590909,30.414253973187513
fifo,0.2,100,100,aurora,3,2,0.39912221000000003,0.25810107209340205,221.72328282828283,20.95568936241148,0.01,0.09999999999999999,81.49958096590909,30.414253973187513
fifo,0.2,100,100,aurora,3,3,0.4672741000000001,0.2444375297065498,211.1160909090909,18.451061650828432,0.0,0.0,81.49958096590909,30.414253973187513
fifo,0.2,100,100,aurora,4,0,84.96132169999998,26.506022242897554,235.14709090909088,15.51398057256541,2.03,1.617174240844976,81.51636916035353,30.424295749486923
fifo,0.2,100,100,aurora,4,1,0.34613533,0.28243915087778954,232.23383838383845,17.69947023576341,2.01,6.409423302506013,81.51636916035353,30.424295749486923
fifo,0.2,100,100,aurora,4,2,0.40005690999999993,0.2547594211223757,221.80217171717172,20.85356391262576,0.01,0.09999999999999999,81.51636916035353,30.424295749486923
fifo,0.2,100,100,aurora,4,3,0.46447207,0.24110708567684386,211.2659797979798,18.433479710138222,0.0,0.0,81.51636916035353,30.424295749486923
fifo,0.2,100,100,aurora,5,0,84.9406056,26.531354678503778,235.1050909090909,15.500150479250397,112.79,302.50914653506555,81.54611505681818,30.384128958520645
fifo,0.2,100,100,aurora,5,1,0.33857276999999997,0.25014300690337865,232.24692929292928,17.661852226376997,1.06,4.698635090871786,81.54611505681818,30.384128958520645
fifo,0.2,100,100,aurora,5,2,0.39726496000000006,0.2472299573376376,221.68606060606058,20.93779882872619,0.0,0.0,81.54611505681818,30.384128958520645
fifo,0.2,100,100,aurora,5,3,0.47249872,0.27069838379303857,211.17147474747478,18.459405620554303,0.01,0.09999999999999999,81.54611505681818,30.384128958520645
fifo,1.0,10,100,cubic,1,0,50.39696653350249,28.779020539299346,37.47701128433205,2.410189316373147,10.46,98.3413371164872,95.13445470328283,2.33463604206679
fifo,1.0,10,100,cubic,1,1,25.308462902714005,7.116127992800622,37.68761887119088,2.1000146404910662,1.198019801980198,4.713851508013798,95.13445470328283,2.33463604206679
fifo,1.0,10,100,cubic,1,2,38.855801785142006,10.895890985407474,37.49679330135215,2.18618063758432,0.7029702970297029,2.662872713651352,95.13445470328283,2.33463604206679
fifo,1.0,10,100,cubic,1,3,44.44023170190991,28.558387651591673,36.357574803034396,4.236442322091984,0.64,1.329691997449337,95.13445470328283,2.33463604206679
fifo,1.0,10,100,cubic,2,0,50.34958613327,28.692222441214764,37.267049900996305,2.5192251462098865,10.41,98.44673430312197,95.13384075126265,2.3347620787638257
fifo,1.0,10,100,cubic,2,1,35.212240522185,9.208315930503144,37.31156905233227,2.244542837984949,0.6633663366336634,1.1160396742300185,95.13384075126265,2.3347620787638257
fifo,1.0,10,100,cubic,2,2,27.16595336126211,13.145219390952663,37.376989379981545,2.8321754866514772,0.7128712871287128,1.2436770775676966,95.13384075126265,2.3347620787638257
fifo,1.0,10,100,cubic,2,3,46.5476369869996,28.37860206742481,36.82508313399942,3.399663202512112,0.6,1.9847906537954934,95.13384075126265,2.3347620787638257
fifo,1.0,10,100,cubic,3,0,49.78482095331201,26.268771156463618,37.19319116876641,2.3685216408517054,10.86,103.14920251653902,95.13198390151517,2.353903174856823
fifo,1.0,10,100,cubic,3,1,32.082635247537,9.090646567770548,37.361613231654566,2.2609225046007007,1.0891089108910892,4.917517686599593,95.13198390151517,2.353903174856823
fifo,1.0,10,100,cubic,3,2,29.116182700205997,9.433560860247399,37.41061712515628,2.250762538904081,0.7821782178217822,3.018622071065006,95.13198390151517,2.353903174856823
fifo,1.0,10,100,cubic,3,3,48.354280084089694,28.235385543245485,36.66503946221668,3.295821157414361,0.54,1.2261461346162388,95.13198390151517,2.353903174856823
fifo,1.0,10,100,cubic,4,0,48.86354408038401,29.755950074732798,37.611318537134636,2.04494061691516,11.94,112.53558988115267,95.12325441919195,2.350170771518222
fifo,1.0,10,100,cubic,4,1,28.702256843781,10.261506590909624,37.888736307708236,1.8044238300414015,1.0198019801980198,3.475572465133772,95.12325441919195,2.350170771518222
fifo,1.0,10,100,cubic,4,2,40.730848207929995,10.832605470797262,37.33535745727843,2.446498642901173,0.7425742574257426,3.7964548340432933,95.12325441919195,2.350170771518222
fifo,1.0,10,100,cubic,4,3,41.076611757774096,30.63918917423637,36.58234767677302,3.6563119432457705,0.6,1.0917505172516255,95.12325441919195,2.350170771518222
fifo,1.0,10,100,cubic,5,0,50.799555323928,28.27033634762632,37.56824050172729,2.341249756877677,11.13,105.74742683785873,95.1291785037879,2.387664251045134
fifo,1.0,10,100,cubic,5,1,31.261303618404998,8.519411449714292,37.910314923226736,1.7743960380918458,0.9702970297029703,4.687121601888638,95.1291785037879,2.387664251045134
fifo,1.0,10,100,cubic,5,2,31.254589042276,11.409616691141618,37.74352930155435,2.2586955128299953,0.9900990099009901,4.784339138282218,95.1291785037879,2.387664251045134
fifo,1.0,10,100,cubic,5,3,45.9456094623269,28.132051208393598,36.56964323977971,4.001493161742148,0.81,1.8295829408293403,95.1291785037879,2.387664251045134
fifo,1.0,10,100,orca,1,0,62.52216245454546,19.44667608119611,31.023195898396047,5.418681778785188,171.69,363.346085264129,91.51590751262628,15.726623961538664
fifo,1.0,10,100,orca,1,1,19.45059775757576,6.287016665113551,32.426043044308095,3.1523884886511904,30.178217821782177,62.418810632629636,91.51590751262628,15.726623961538664
fifo,1.0,10,100,orca,1,2,31.43340366666666,10.834724091212147,31.105398194899955,4.203693862276909,31.445544554455445,71.55731622238564,91.51590751262628,15.726623961538664
fifo,1.0,10,100,orca,1,3,49.86583632323233,29.140691988924655,28.806242454372065,4.3608667231231575,44.48,103.4856628922211,91.51590751262628,15.726623961538664
fifo,1.0,10,100,orca,2,0,64.2066104040404,18.3861025554674,30.16804624870456,4.760631178096328,36.4,98.71548751207925,91.83626736111113,15.553708233598748
fifo,1.0,10,100,orca,2,1,18.35860094949495,4.674671836803008,32.0573025938846,2.753151663364752,14.425742574257425,39.93027586547668,91.83626736111113,15.553708233598748
fifo,1.0,10,100,orca,2,2,31.198023494949492,10.460524388714612,30.820378504799752,3.9864020832851037,19.396039603960396,53.45410727117623,91.83626736111113,15.553708233598748
fifo,1.0,10,100,orca,2,3,49.57885232323231,28.0585562628297,28.585187525568255,4.405654454912759,21.62,61.74790390259121,91.83626736111113,15.553708233598748
fifo,1.0,10,100,orca,3,0,67.43434594000001,18.2888891941061,29.961421343676918,3.632444050616152,1.72,10.517018435263711,93.23312421085862,13.614896512725975
fifo,1.0,10,100,orca,3,1,20.295936559999998,5.797973623824407,30.757750700890337,3.323219361812834,0.8118811881188119,4.85945032135761,93.23312421085862,13.614896512725975
fifo,1.0,10,100,orca,3,2,26.557716310000004,11.908643507089822,29.74016370349973,4.161051319623412,1.2277227722772277,10.773004398141506,93.23312421085862,13.614896512725975
fifo,1.0,10,100,orca,3,3,50.98974738999999,27.919996120728253,27.806487962248493,4.103627897827369,0.66,3.7825222732291675,93.23312421085862,13.614896512725975
fifo,1.0,10,100,orca,4,0,70.53332929,15.93085764721381,30.143432645967227,2.8759425644265035,8.62,35.896534820525666,93.22658301767679,13.622551403576631
fifo,1.0,10,100,orca,4,1,19.592557010101014,5.555366758167433,30.735290947641978,2.889496845537624,3.3465346534653464,12.829213260028347,93.22658301767679,13.622551403576631
fifo,1.0,10,100,orca,4,2,24.890350464646463,12.594431172669454,29.584880466873628,3.875838513248718,2.871287128712871,12.047126932457076,93.22658301767679,13.622551403576631
fifo,1.0,10,100,orca,4,3,48.684755555555554,27.778980529351088,27.02166066688828,4.650046258402696,3.59,16.584095459874266,93.22658301767679,13.622551403576631
fifo,1.0,10,100,orca,5,0,64.74601664,19.575809664694464,30.988741352662604,3.9387034202094675,11.51,36.406929909765054,93.2129505997475,13.62823892001343
fifo,1.0,10,100,orca,5,1,20.750997757575757,5.564528658748059,32.168020297338124,3.1132743806828422,6.554455445544554,18.573354703728,93.2129505997475,13.62823892001343
fifo,1.0,10,100,orca,5,2,30.67513579,13.519752175932956,31.05427746493365,4.154688533778224,8.722772277227723,29.860716271342582,93.2129505997475,13.62823892001343
fifo,1.0,10,100,orca,5,3,49.10970163000001,28.235433148708072,28.985054059274614,4.536908691683667,6.58,44.70829810216352,93.2129505997475,13.62823892001343
fifo,1.0,10,100,aurora,1,0,0.55798277,0.5243107264097506,20.189638383838382,0.058645170838420094,0.0,0.0,1.483984375,1.1557839242660526
fifo,1.0,10,100,aurora,1,1,0.57512038,0.6165144028517189,20.1801,0.07935065808659375,0.0,0.0,1.483984375,1.1557839242660526
fifo,1.0,10,100,aurora,1,2,0.5600951500000001,0.5402316058548337,20.153124242424244,0.05359573370720953,0.0,0.0,1.483984375,1.1557839242660526
fifo,1.0,10,100,aurora,1,3,0.58688708,0.6742863522486882,20.19619393939394,0.048956444236504665,0.0,0.0,1.483984375,1.1557839242660526
fifo,1.0,10,100,aurora,2,0,0.5550905199999999,0.49339125649595383,20.225429292929295,0.1354561652513351,0.0,0.0,1.458510101010101,1.0427444358435611
fifo,1.0,10,100,aurora,2,1,0.5718308400000001,0.5963606299111932,20.138824242424246,0.05755580981137074,0.0,0.0,1.458510101010101,1.0427444358435611
fifo,1.0,10,100,aurora,2,2,0.55660205,0.5164069600085577,20.182577777777777,0.06361782826034182,0.0,0.0,1.458510101010101,1.0427444358435611
fifo,1.0,10,100,aurora,2,3,0.5700961599999999,0.5796194586577312,20.166881818181817,0.042051072843302444,0.0,0.0,1.458510101010101,1.0427444358435611
fifo,1.0,10,100,aurora,3,0,0.55857112,0.5135046195248877,20.231328282828283,0.1383511342012645,0.0,0.0,1.4460116792929294,1.0125328496599715
