protocol,bandwidth,delay,qmult,run,avg_thr,avg_goodput,avg_srtt,std_thr,std_goodput,std_srtt,avg_retr,std_retr,efficiency_thr,efficiency_gdp,efficiency_rtt,efficiency_q_avg,efficiency_q_std,jain_goodput_20,jain_goodput_total
cubic,100,41,0.8,1,94.502892,90.76836712583999,137.4221398002853,0.06187486060377665,0.4565602457269802,8.198248377037809,9.6e-05,0.0003340091394904605,0.94502892,0.9076836712583999,0.5967015221795416,0.94612568,0.008770732193980538,1.045705995935565,1.1096910014013952
cubic,100,41,0.8,2,94.41198,91.044652902775,137.6057406833114,0.05327980322391389,0.3535278602510399,7.115360914980093,0.00014399999999999998,0.0004500105261926774,0.9441198,0.91044652902775,0.5959053713370609,0.94447744,0.009664254028031116,1.1943228853757974,1.477681160777693
cubic,100,41,0.8,3,94.446256,90.89685344674498,137.51350932400933,0.06694656772775147,0.4377730158243045,7.882698371255587,0.00011999999999999999,0.00030407755243479716,0.9444625600000001,0.9089685344674499,0.5963050496136463,0.9445118000000002,0.010230907926988997,0.8605455960829053,1.2449349948031347
cubic,100,41,0.8,4,94.39590000000001,90.83521027396502,138.69375404344416,0.03903531356686133,0.6034977060444816,6.54169719445601,0.000282,0.0007000120299718164,0.9439590000000001,0.9083521027396502,0.5912306618675451,0.9446014399999999,0.00774086927407482,0.726442441436419,0.759708387099431
cubic,100,41,0.8,5,94.406432,91.06296177351,138.40388930980797,0.05264075763332742,0.47842348266514517,8.194575172090717,0.000234,0.0004614439579361609,0.94406432,0.9106296177351,0.5924688996018632,0.9439403199999999,0.010384924709130836,0.7567413729695432,0.841202257655382
cubic,100,41,1.0,1,94.429696,90.96582621681497,151.139798608226,0.07073516198505983,3.4162720071112025,11.18308592349594,0.000198,0.0006097419644061697,0.9442969600000001,0.9096582621681497,0.5425440602349528,0.9442729599999998,0.014078703391494697,1.0075255847029607,0.913600754100574
cubic,100,41,1.0,2,94.4258,91.07272272106498,152.1725080329775,0.062488738522275336,0.31514158143601334,8.86567264437844,0.000108,0.00036708811504940653,0.9442579999999999,0.9107272272106498,0.5388621181312834,0.9457720799999999,0.011348388250486924,1.030253976484811,0.9239563501987613
cubic,100,41,1.0,3,94.542552,90.95586234664499,146.3137887798447,0.041422104650589674,3.6426258840010837,10.496533610735353,0.000234,0.0006186266623484808,0.94542552,0.9095586234664499,0.5604393180152261,0.9446456,0.013943570012393757,1.0279763405459836,1.0022202828837166
cubic,100,41,1.0,4,94.417668,90.920077698335,153.54284521880066,0.06307657114467084,0.48391125846384847,8.61819869091543,0.000132,0.00035873461822883703,0.9441766800000001,0.9092007769833501,0.5340528885155728,0.9447683999999998,0.010701621598716033,1.091881077175381,1.1099369172639584
cubic,100,41,1.0,5,94.46552399999999,90.979328767315,150.86795085536548,0.06880101578197789,2.199233616679821,10.01053338875242,0.000216,0.0004713965812796114,0.9446552399999999,0.9097932876731499,0.5435216660337091,0.9444848,0.014992105880657374,0.9323617432813539,0.9501036723542833
cubic,100,41,2.0,1,94.347632,90.80377964145002,223.0676756693037,0.22327784705443257,0.4860430307992686,15.40248679520871,0.00026999999999999995,0.0009630543516388502,0.94347632,0.9080377964145002,0.3676014454087218,0.94437836,0.013984676822052865,0.8694936932772753,0.7466720443741169
cubic,100,41,2.0,2,94.471956,91.38584904497,230.15179401696682,0.06749199955706395,3.015150429710232,17.32033788306886,0.000276,0.000857501879697188,0.94471956,0.9138584904497,0.35628659924308453,0.9453108799999999,0.01766874181663021,1.0040053916197857,0.9624330141957357
cubic,100,41,2.0,3,94.399996,91.00285012185,218.96072478239975,0.05352543737622226,2.51886279461003,16.786967729508532,0.00028799999999999995,0.0009844774194839026,0.94399996,0.9100285012185,0.3744963855115592,0.9442062,0.01947851605868431,0.8646200796252599,0.7162697803640389
cubic,100,41,2.0,4,94.39714800000002,91.300918990985,229.0584898588829,0.057224261472321424,3.804164114388909,16.776420711610495,0.00022199999999999998,0.0007160682119816004,0.9439714800000002,0.9130091899098499,0.3579871676029913,0.9445576399999999,0.016283264722646684,1.1622972793199198,1.111073298721662
cubic,100,41,2.0,5,94.47073999999999,91.02858287197999,217.60049003583174,0.04646346929521507,4.502119837162584,17.01509543143425,0.000264,0.00097845420515165,0.9447074,0.9102858287197999,0.37683738665522887,0.94326992,0.021187607026988818,0.6927766140671332,0.8214447315345355
cubic,100,41,4.0,1,94.546384,95.04764870039999,377.00030444537936,0.058953390188664356,29.48704284897763,28.76973865581367,0.00047999999999999996,0.002146625258399798,0.94546384,0.9504764870039999,0.21750645565295648,0.94892788,0.02697104245171495,0.982668456011736,1.0045985286585675
cubic,100,41,4.0,2,94.547312,91.002250618425,367.1778890104773,0.06002995687242514,0.36771962441429257,29.05734354596406,0.000108,0.0003852217406555401,0.9454731200000001,0.91002250618425,0.22332499438074865,0.9465154399999998,0.027501236825285155,1.002721559575171,0.9818568362675533
cubic,100,41,4.0,3,94.410316,90.95283359766,362.053936772875,0.08835956579436445,9.154062365838582,30.853981511190604,0.0006000000000000001,0.0020162706585230695,0.9441031599999999,0.9095283359766,0.2264855914312031,0.94149736,0.03759383316604216,0.8249116005901493,0.679007890888291
cubic,100,41,4.0,4,94.41439599999998,90.80605481364,362.56849525989765,0.08483606174635669,4.258690073698749,26.869547226244816,0.000606,0.0018506454066224117,0.9441439599999998,0.9080605481364,0.22616416228117248,0.94356176,0.03088599524850945,1.1078598911177864,1.2455219080998066
cubic,100,41,4.0,5,94.406672,91.003964686075,367.66108122817826,0.08199855362010701,0.3377074013224354,36.36611639723794,0.000618,0.0015452460202692306,0.94406672,0.9100396468607499,0.22303149336904948,0.9442808399999999,0.02635446262033692,1.2228575220452795,1.522756349830753
cubic,100,41,6.0,1,94.403992,87.91341320315,514.3954591495461,0.0736544279299222,9.255487311961993,36.56282718702459,0.000216,0.0009659813662799093,0.94403992,0.8791341320315,0.15941042740845965,0.943227,0.03821192669311508,0.7367962097334851,0.5714312478546425
cubic,100,41,6.0,2,94.397316,91.15823004345,518.0264845810293,0.06670941465948399,13.497553770181565,36.50989484202303,0.0008399999999999999,0.0037565942021996457,0.9439731600000001,0.9115823004345001,0.15829306500867452,0.9459423599999999,0.03695875692826431,0.7681973358780768,0.6166502221178453
cubic,100,41,6.0,3,94.36290800000002,91.054341929825,511.1363989953842,0.2320085722917204,4.279704776085587,36.41795485326953,0.000264,0.0010480176776331489,0.9436290800000002,0.91054341929825,0.1604268452827217,0.94584396,0.03053885258545597,0.9114338062452387,0.831878212192089
cubic,100,41,6.0,4,94.472204,90.87163124630499,514.7262827812692,0.05187694248994637,14.872666913809516,34.27312913285894,0.000834,0.002879335449644405,0.94472204,0.9087163124630498,0.15930797152405282,0.9452704799999999,0.03469302010663786,0.6731136645362378,0.4893043367196677
cubic,100,41,6.0,5,94.399568,91.1173227026535,512.0446450687481,0.07819041114989289,11.763870890845315,43.27975471759042,0.00028199999999999997,0.0008681959516873571,0.94399568,0.9111732270265349,0.1601422860090462,0.9439287999999998,0.02879301273017466,0.8057121510350782,0.6610787948374081
cubic,100,41,8.0,1,94.359324,93.91315360567,649.0680237188722,0.22626789000279218,13.5740050399106,49.32809309694829,0.000402,0.001303112064494677,0.94359324,0.9391315360567001,0.12633498647826824,0.9404166399999999,0.04160366178993077,0.8091287601704786,0.6438784781023068
cubic,100,41,8.0,2,94.440932,90.955738861792,660.6437170184358,0.10686369013595554,30.466098927575224,67.92403262456405,0.0016980000000000003,0.004672021539243789,0.94440932,0.90955738861792,0.12412136509838588,0.9430603200000001,0.05976399962457244,0.9001276996491028,0.8012495009416473
cubic,100,41,8.0,3,94.49098000000001,90.96756855558498,655.5577723708266,0.12851761624077268,19.35418353954356,55.81085893487513,0.00040800000000000005,0.0012582092537872186,0.9449098,0.9096756855558498,0.12508432277974033,0.9500738,0.03980541880180849,1.554867488857116,2.2303991787299124
cubic,100,41,8.0,4,94.45507200000002,91.14374059043999,657.1242441643324,0.09417450105214899,14.475571331313436,52.76979565348279,0.000396,0.0017709658381798337,0.9445507200000002,0.9114374059043999,0.12478614315056925,0.9493023999999999,0.05026822865347351,1.5917845680957856,2.2034389256991633
cubic,100,41,8.0,5,94.452868,91.036445594585,660.4849895219039,0.155306713773609,18.04937135005469,66.39870130382343,0.001764,0.005349036706193978,0.9445286799999999,0.91036445594585,0.12415119389670945,0.9431714400000001,0.05861145172191091,0.9540128717239176,0.9048392099393401
cubic,100,41,10.0,1,94.44658799999999,91.0758920784751,816.4627793809918,0.1578220786902284,36.07409677882919,94.6386688020799,0.002352,0.006819792866124463,0.9444658799999999,0.9107589207847511,0.10043323721648278,0.94066964,0.07120270297907753,0.806724064645512,0.6525117174659463
cubic,100,41,10.0,2,94.43289999999999,92.81999342607853,839.4139048032552,0.11708677951349343,35.18061775916542,76.24178336761504,0.0017300999999999996,0.005327217323380594,0.9443289999999999,0.9281999342607853,0.09768720714629985,0.9524108399999998,0.04177185875781117,0.7410708791535244,0.6316479857993103
cubic,100,41,10.0,3,94.422412,90.98955580352501,832.29208120019,0.10950020589262116,21.346545097316753,63.063411059472905,0.0017579999999999998,0.005531558836159544,0.9442241199999999,0.9098955580352501,0.09852310487173392,0.9499456000000001,0.04194783904291767,0.9224566215366992,0.8551781956443152
cubic,100,41,10.0,4,94.44381999999999,88.33384726252501,842.3036079699613,0.1145315132915038,26.00379918656933,68.45990196380825,0.001794,0.007663746781884309,0.9444381999999999,0.8833384726252501,0.09735207023228652,0.95229544,0.05954338282353375,0.7125209564786827,0.5845101991512749
cubic,100,41,10.0,5,94.41246,91.0286504965855,828.7516710297118,0.11917399893035587,23.246314468312114,66.27627385893952,0.001788,0.006674496314526781,0.9441246,0.910286504965855,0.09894399355854837,0.9494289599999999,0.054205571936300746,0.8265819109934193,0.6569460411257009
orca,100,41,0.02,1,69.276144,67.668833450785,82.34211601859678,8.630219897720725,8.373942025073355,1.294722223288421,0.19286999999999996,0.02012383504310511,0.6927614400000001,0.67668833450785,0.9958451879167215,0.8762582800000001,0.0916163093942144,2.6182842206784103,2.305674168658779
orca,100,41,0.02,2,84.86682,83.970189771635,82.30654472934472,4.086741856769727,6.1758457341122925,1.0955335511745277,0.221448,0.027748089663975066,0.8486682000000001,0.8397018977163501,0.9962755728556854,1.0558876,0.056897909029307636,0.9166934686475082,1.570809831688818
orca,100,41,0.02,3,59.08912399999999,59.139235822170505,82.36962418106016,8.509685173706732,6.769013021005009,1.534228500093631,0.18950999999999998,0.023226151775870868,0.5908912399999999,0.5913923582217051,0.9955126154242531,0.77257712,0.0960043258795177,4.212405465570278,4.12772477949102
orca,100,41,0.02,4,58.945704,56.29470302946599,82.31186954314721,7.815964885385756,17.032771900672863,1.4203610574447723,0.200136,0.024076129781656314,0.58945704,0.56294703029466,0.9962111230752239,0.77830496,0.09766651000278771,3.383747869281087,3.2686202351091134
orca,100,41,0.02,5,65.382972,63.442136193288,82.32880561463207,10.103354967326762,11.754779879838221,1.286434721725933,0.190326,0.03086102846463054,0.65382972,0.63442136193288,0.9960061899091411,0.8338816399999999,0.10849442893373497,3.672600646936786,3.145097932135955
orca,100,41,0.04,1,83.07372799999999,83.83073631995511,82.912075,4.688585452748208,5.743228974451063,2.0099763708307226,0.16068000000000002,0.020478462113311044,0.8307372799999999,0.8383073631995511,0.9889994913286153,0.98273596,0.04991322368817389,68.44829223905568,23.693456782230655
orca,100,41,0.04,2,84.90550800000001,85.90244252482155,82.7972385103011,5.853414633162604,6.4451423010737985,1.8776112879028688,0.159264,0.01527388359259033,0.8490550800000001,0.8590244252482155,0.9903711944426514,1.0000720800000003,0.06045085715122221,48.22576987100128,25.191707270048436
orca,100,41,0.04,3,84.71143599999999,86.2969434731868,82.62799034593725,5.088608968884792,7.485223486401801,1.7851429195061455,0.16112633999999998,0.025758452987962085,0.84711436,0.862969434731868,0.9923997867634435,0.9992382800000001,0.05443801077074154,47.5942324240552,24.199073159800747
orca,100,41,0.04,4,87.73473600000003,89.275699004509,82.73293223559214,4.271114776377906,5.60536232134614,1.6626198916620485,0.16346999999999998,0.020301901907275374,0.8773473600000002,0.8927569900450899,0.9911409856294585,1.03155216,0.04952456768023428,42.303902985877976,22.86349326559555
orca,100,41,0.04,5,85.59226399999999,86.94941527829401,82.8921170212766,6.719866974477834,5.322613531530781,1.7968086207475156,0.157782,0.02315580354672964,0.8559226399999998,0.8694941527829401,0.989237613257632,1.0048442,0.08548517121825712,52.17529844493592,22.07874801480171
orca,100,41,0.06,1,86.93891199999999,89.0297983579805,82.9308259469697,6.203737695084017,7.99760692813042,1.4095664178965737,0.15965400000000002,0.02947314574320155,0.8693891199999999,0.8902979835798049,0.9887758751183194,1.0199784000000003,0.08003437173951546,29.715325116521964,21.181132795873733
orca,100,41,0.06,2,87.854468,89.6571449811735,82.96253295515938,8.366820379541535,8.220100523466074,1.5625497783188158,0.16471200000000003,0.02729530856161337,0.87854468,0.896571449811735,0.988397980137858,1.0341268799999999,0.09705240053415314,41.35642330077908,19.633027940527256
orca,100,41,0.06,3,87.82179199999999,90.25216328386901,82.96062859304085,5.974539453417132,5.644343178186842,1.6051267936105502,0.163134,0.023949846807553136,0.8782179199999999,0.9025216328386901,0.9884206688240856,1.0323652,0.06880624511411122,35.208368918665364,21.920814431726516
orca,100,41,0.06,4,88.78178400000002,89.118788945008,82.97732944814462,5.8767301413074575,6.49790241130881,1.6258233635677293,0.16157400000000002,0.02154591386343421,0.8878178400000002,0.8911878894500801,0.9882217293007076,1.0404622000000001,0.0702549471619802,34.3233476355498,23.564636326105916
orca,100,41,0.06,5,87.702888,88.11240554161549,82.87730190174327,4.773179215162464,7.681350791435784,1.551528103679727,0.16299,0.01980472192499344,0.87702888,0.8811240554161549,0.989414449051643,1.0310002399999998,0.055521751103645496,37.68505483206337,23.27252102097983
orca,100,41,0.08,1,89.46431600000001,90.32388850886949,83.73826055237102,6.0205045250503355,6.7952750933102894,1.8670863093636143,0.17239200000000002,0.02621618495670586,0.8946431600000001,0.9032388850886949,0.9792417403836101,1.05720504,0.06994780455859022,40.59090240014763,22.89002095351251
orca,100,41,0.08,2,90.495112,91.230503726814,83.7590967039801,5.105802981394487,5.02809934907945,1.8927803257841365,0.16527599999999995,0.020512116675914162,0.9049511200000001,0.91230503726814,0.9789981414174382,1.0611184799999998,0.06528841262609596,51.136340854713055,23.871445805095306
orca,100,41,0.08,3,90.870036,93.785644348797,83.52843459915611,4.031169261158537,7.015176824923612,1.8713988068587253,0.17284751999999998,0.021813319795062926,0.90870036,0.93785644348797,0.9817016252430576,1.07267184,0.0627767167542268,56.36109604218949,27.679274665516218
orca,100,41,0.08,4,87.194304,89.844655049593,83.66033037974684,7.398222538693012,7.498193017915779,1.9398669855162078,0.16577568,0.026539928865680257,0.87194304,0.89844655049593,0.9801539107936779,1.02852304,0.08040453555475063,54.19632095529529,26.602153489716024
orca,100,41,0.08,5,88.47095600000002,90.4397386004047,84.13437447108603,6.3341934281189465,9.976072474040821,2.1483819595726588,0.16824,0.025135044103905272,0.8847095600000001,0.904397386004047,0.9746313622166461,1.0444544800000002,0.07127824134254361,63.93938595491706,27.62739277048476
orca,100,41,0.1,1,91.444128,93.22141012511544,84.58512660944207,3.6713387658650016,8.815550718766543,2.2790243211827916,0.16527858,0.02881839725101786,0.91444128,0.9322141012511544,0.9694375747478813,1.07053772,0.046691005888067766,65.34114436597535,31.61148598460814
orca,100,41,0.1,2,90.282844,91.12334074808611,84.73974449964514,4.821398780601244,9.74556951449886,2.476756841459948,0.15975,0.03186445999112986,0.90282844,0.9112334074808611,0.9676687189013579,1.05338408,0.06572001411635817,62.348547250988936,27.221632056890357
orca,100,41,0.1,3,91.244984,93.1767604216325,84.56734669397308,4.6009227704638365,5.638056984216267,2.2576430413955437,0.164232,0.024065890603223387,0.9124498400000001,0.931767604216325,0.9696413947659535,1.06755588,0.056434795649358424,49.66444716569177,29.560555811918647
